Ballotpedia Person ID,Name,Twitter ID,ASD Override,Category,Account Type,Product,Validated,Facebook ID,Youtube,Instagram ID,Rumble,Telegram,TikTok ID,Column1,Verified
,rusembusapress,rusembusapress,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rusembvietnam,rusembvietnam,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassyVietnam,UC1aW4Ok9kAa1IQyItNWHbcg,,,RusEmbVietnam,,,
,rusexport_eng,rusexport_eng,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rusfao,rusfao,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rusgkkirkenes,rusgkkirkenes,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,consulategeneralspitsbergen,,,
,RusiaColombia,rusiacolombia,,Russia,Diplomatic/Government,Hamilton,TRUE,rusiacolombia,,,,rusiaencolombia,,,
,RusKonsLeipzig,ruskonsleipzig,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,consleipzig,,,
,rusmission_eu,rusmission_eu,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianMissionEU,,,,RussianMissionEU,,,
,RusMission_OIC,rusmission_oic,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,rusmission_oic,,,
,RusRepRamallah,rusrepramallah,,Russia,Diplomatic/Government,Hamilton,TRUE,RusRepOfficeRamallah,,,,rusrepramallah,,,
,russembkenya,russembkenya,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyKenya,,,,russembkenya,,,
,russia,russia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,russia,,,
,RUSSIA BEYOND (Fr),rbth_fr,,Russia,Media,Hamilton,TRUE,larussiadaujourdhui,,,,russiabeyond_fr,,,
,Russia Beyond Deutsch,,,Russia,Media,Hamilton,TRUE,RBTH.DE,,,,rbth_deu,,,
,Russia Beyond Hrvatska,,,Russia,Media,Hamilton,TRUE,hr.rbth,,,,,,,
,Russia Beyond Italy,,,Russia,Media,Hamilton,TRUE,it.rbth,,,,,,,
,Russia Beyond Macedonian,,,Russia,Media,Hamilton,TRUE,ruskarecmk,,,,,,,
,Russia in Estonia,rusembest,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbEst,UCkY3nE9xcTrN1rSvStFV2Sw,rusembestonia,,rusembest,,,
,Russia_AR,russia_ar,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,russia_ar,,,
,russia_in_beac,russia_in_beac,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Russia_Toronto,russia_toronto,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,russiabeyond,russiabeyond,,Russia,Media,Hamilton,TRUE,russiabeyond,,,,russiabeyond,,,
,RussiaInUSA,russiainusa,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbUSA,UCuAddJPLq28vzbAGZ9HlU0g,rusembusa,,EmbUSA,,,
,RussiaJamaica,russiajamaica,,Russia,Diplomatic/Government,Hamilton,TRUE,RussiainJamaica,,,,RusEmbJamaica,,,
,Russian Consulate in Washington,RusConsulateDC,,Russia,Diplomatic/Government,Hamilton,TRUE,rusconsulwashington,,,,,,,
,Russian Embassy in Sudan,rus_emb_sudan,,Russia,Diplomatic/Government,Hamilton,TRUE,Rusembsudan,,rusembsudan,,RusEmbSudan,,,
,Russian Ministry of Foreign Affairs,mfa_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,MIDRussia,UCrVo0BXjIUlZ-YylYF8oNxg,mid.rus,,MFARussia,midrussia,,
,russian_emb_mkd,russian_emb_mkd,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,rus_mkd,,,
,russianembassy,russianembassy,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassy,,,,russian_embassy,,,
,RussianEmbassyC,russianembassyc,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsulOttawa,,,,rusembc,,,
,RussianEmbassyR,russianembassyr,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassy,UCleTEP3qMR5wLoimJdKBi3g,,,russian_embassy,,,
,RussianEmbFinla,russianembfinla,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyinFinland,,,,RusEmb_Fin,,,
,RussianEmbOman,russianemboman,,Russia,Diplomatic/Government,Hamilton,TRUE,russianembassyoman,,rus_emb_oman,,,,,
,russianembyemen,russianembyemen,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembyemen,,rusembyemen,,RussianEmbYemen,,,
,russiaqatar,russiaqatar,Facebook,Russia,Diplomatic/Government,Hamilton,TRUE,rusembqatar,,russia_in_qatar,,russia_in_qatar,,,
,Russia's Embassy in Spain,embajadarusaes,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbajadaRusaEs,UClZk9AcvHjOzbVtWp0kl9LQ,embajadarusaes,,EmbajadaRusaEs,,,
,russiascotland,russiascotland,,Russia,Diplomatic/Government,Hamilton,TRUE,ruscgedinburgh,UCUGUM5FOFnuSzPvjAJRJlUw,RusCG_Edinburgh,,russian_cg_edinburgh,,,
,russiaun,russiaun,,Russia,Diplomatic/Government,Hamilton,TRUE,RussiaUN,UCLj4rCo1KUd-shFONtLCKKQ,unitednationsrussian,,russiaun,,,
,russiauz,russiauz,,Russia,Diplomatic/Government,Hamilton,TRUE,russiauz,,rusconsuluz,,consultashkent,,,
,Russie en France,ambrusfrance,,Russia,Diplomatic/Government,Hamilton,TRUE,AmbassadeRussieFrance,UCJjT4ZnGRvSpVifnBPuK3og,,,ambrusfrance,,,
,Russie_au_Congo,russie_au_congo,,Russia,Diplomatic/Government,Hamilton,TRUE,AmbRussieRCongo,UCRi_z8O80vRNRUg7zvzcBiA,russie_au_congo_bzv,,AmbRussieRCongo,,,
,russingtrade,russingtrade,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rusya_istanbul,rusya_istanbul,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,istanbulmid,,,
,rvio_ru,rvio_ru,,Russia,Diplomatic/Government,Hamilton,TRUE,rvio.rf,UCSDvl2ZxF3Igz9wTFqSRxkA,rvio_ru,,RVIORF,,,
,seansparkthomas,seansparkthomas,,Russia,Media,Hamilton,TRUE,smthomas3,,,,InlandVisions,,,
,Semión Sénderov,senderov_rt,,Russia,Media,Hamilton,TRUE,senderovtv,,semionsenderov,,Senderov_RT,semionsenderov,,
,Sepa Mas,sepa_mass,,Russia,Media,Hamilton,TRUE,,,,,,,,
,smdmid,smdmid,,Russia,Diplomatic/Government,Hamilton,TRUE,smdmid,,smdmid,,smdmid,,,
,snalobin,snalobin,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,Sergey_Nalobin,,,
,snanews_de,snanews_de,,Russia,Media,Hamilton,TRUE,snanews.de,,snanews_de,,,,,
,SNJ RT France,snj_rtfrance,,Russia,Media,Hamilton,TRUE,RTFrance,,rtfrance,,rtfrance_officiel,rt.france,,
,soapbox_soapbox,soapbox_soapbox,,Russia,Media,Hamilton,TRUE,,,,,,,,
,SolodovDmitry,solodovdmitry,,Russia,Diplomatic/Government,Hamilton,TRUE,DSolodov,,dmitry_solodov,,,,,
,SophieCo_RT,sophieco_rt,,Russia,Media,Hamilton,TRUE,,,,,sophiecovision,,,
,SovFedInfo,sovfedinfo,Facebook,Russia,Diplomatic/Government,Hamilton,TRUE,SovFedInfo,,sovfed_gov,,sovfedofficial ,sovfed_rus,,
,SPIEF,spief,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,spief,,,
,spitsbergenrf,spitsbergenrf,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Sputnik Afghanistan,,,Russia,Media,Hamilton,TRUE,sputnik.af,,,,,,,
,Sputnik Armenia,,,Russia,Media,Hamilton,TRUE,RadioSputnikArmenia,,sputnik_armenia,,,sputnikarmenia,,
,Sputnik Azerbaijan,,,Russia,Media,Hamilton,TRUE,SputnikAze,,sputnik.aze,,,sputnik.azerbaycan,,
,Sputnik Czech,sputnik_cz,,Russia,Media,Hamilton,TRUE,cz.sputnik,,,,,,,
,Sputnik Estonia,sputnik_estonia,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Sputnik France,sputnik_fr,,Russia,Media,Hamilton,TRUE,sputnik.france,UC_yjQfBPiWxHtvyZ-Qg_nOg,,,,,,
,Sputnik Italy,sputnik_italia,,Russia,Media,Hamilton,TRUE,it.sputnik,,,,,,,
,sputnik_ar,sputnik_ar,,Russia,Media,Hamilton,TRUE,sputnik.arabic,,,,Sputnik_Arabic,,,
,sputnik_brasil,sputnik_brasil,,Russia,Media,Hamilton,TRUE,OfficialSputnikBrasil,,sputnik_br,,SputnikBrasil,sputnik.brasil,,
,Sputnik_Insight,sputnik_insight,,Russia,Media,Hamilton,TRUE,,,,,,,,
,sputnik_ir,sputnik_ir,,Russia,Media,Hamilton,TRUE,,,sputnik_ir,,ir_sputnik,,,
,sputnik_jp,sputnik_jp,,Russia,Media,Hamilton,TRUE,sputnik.jp,,,,,,,
,Sputnik_lietuva,sputnik_lietuva,,Russia,Media,Hamilton,TRUE,SputnikLietuva,,sputniklietuva,,sputniknews_lt,,,
,Sputnik_LVRUS,sputnik_lvrus,,Russia,Media,Hamilton,TRUE,SputnikLTru,,,,,,,
,sputnik_polska,sputnik_polska,,Russia,Media,Hamilton,TRUE,SputnikPolskaOfficial,,,,,,,
,Sputnik_Report,sputnik_report,,Russia,Media,Hamilton,TRUE,,,,,,,,
,sputnik_TR,sputnik_tr,,Russia,Media,Hamilton,TRUE,sputnik.turk,,sputnik_turkiye,,,,,
,sputnikabkhazia,sputnikabkhazia,,Russia,Media,Hamilton,TRUE,,,sputnik_abkhazia,,,sputnikabkhazia,,
,sputnikbelarus,sputnikbelarus,,Russia,Media,Hamilton,TRUE,belarusputnik,,sputnik.by,,,sputnik.by,,
,SputnikComms,sputnikcomms,,Russia,Media,Hamilton,TRUE,,,,,zubovskiy4,,,
,SputnikEllada,sputnikellada,,Russia,Media,Hamilton,TRUE,SputnikEllada,,sputnik_gr,,,,,
,sputnikint,sputnikint,,Russia,Media,Hamilton,TRUE,SputnikNews,,sputnik_news,,sputnikint,sputnik_news,,
,sputnikmdro,sputnikmdro,,Russia,Media,Hamilton,TRUE,sputnikmdro,,,,,,,
,sputnikmoldova,sputnikmoldova,,Russia,Media,Hamilton,TRUE,sputnikmoldova,,sputnikmoldova,,mdsputnikmd,sputniktokmoldova,,
,SputnikMundo,sputnikmundo,,Russia,Media,Hamilton,TRUE,sputnik.mundo,,sputnikmundo,,sputnikmundo,sputnik.mundo,,
,sputniknewskgz,sputniknewskgz,,Russia,Media,Hamilton,TRUE,,,sputnik.kg,,,sputnik.kg,,
,sputniknewskz,sputniknewskz,,Russia,Media,Hamilton,TRUE,SputnikKZ,,sputnik_kz,,,,,
,sputniknewsuk,sputniknewsuk,,Russia,Media,Hamilton,TRUE,uk.sputnik,,,,,,,
,sputniknewsus,sputniknewsus,,Russia,Media,Hamilton,TRUE,,,,,,,,
,sputnikvaccine,sputnikvaccine,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCLvQuKL3Nn7NnT9Jyi_dlgQ,,,sputnik_vaccine,,,
,Stanislav Akhmedov,amb_akhmedov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,state_duma,state_duma,,Russia,Diplomatic/Government,Hamilton,TRUE,StateDuma,,stateduma,,duma_gov_ru,,,
,tass_agency,tass_agency,,Russia,Media,Hamilton,TRUE,tassagency,,tass_agency,,tass_agency,,,
,tassagency_en,tassagency_en,,Russia,Media,Hamilton,TRUE,tassagency.eng,,,,tassagency_en,tass_agency,,
,U_MAROC,u_maroc,,Russia,Diplomatic/Government,Hamilton,TRUE,ambrusmaroc,,ambrusmaroc,,ambrusmaroc,,,
,uac_russia_eng,uac_russia_eng,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCmm6efTGpjAUNN4F69ptb3Q,uac_russia,,UAC_Russia,,,
,UkrRsGov,ukrrsgov,,Russia,Diplomatic/Government,Hamilton,TRUE,ukrrsgov,,,,,rossotrudnichestvo,,
,underground_rt,GUnderground_TV,,Russia,Media,Hamilton,TRUE,GoingUndergroundRT,,goingundergroundtv,GoingUnderground,goingundergroundRT,,,
,unesco_russia,unesco_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,unesco.russia,,unescorussian,,RFDEL_UNESCO,,,
,Vladimir Soloviev,vrsoloviev,,Russia,Media,Hamilton,TRUE,vladimir.soloviev.98871,,,,SolovievLive,,,
,WatchingHawks,watchinghawks,,Russia,Media,Hamilton,TRUE,WatchingTheHawks,UCb_4LPt7D2f57aWW1zNr03A,watchingthehawks,,,,,
,whoareright,whoareright,,Russia,Media,Hamilton,TRUE,vladimir.soloviev.98871,,,,,,,
,worldsapart_rt,worldsapart_rt,,Russia,Media,Hamilton,TRUE,WorldsApart.RT,,,,,,,
,Wyatt Reed,wyattreed13,,Russia,Media,Hamilton,TRUE,wyattreed13,,,,wyattreed13,wyatt.reed1,,
,Xenia Fedorova,xfedorova,,Russia,Media,Hamilton,TRUE,xenia.fedorova.33,,xfedorova,,xfedorova,,,
,YaroLFC,yarolfc,,Russia,Media,Hamilton,TRUE,ayaroshevsky,,theyaroshevsky,,Alexey_Yaroshevsky,,,
,Zoom_RT,zoom_rt,,Russia,Media,Hamilton,TRUE,elZoomRT,,elzoomdert,,elzoomrt,,,
,zvezda_int,zvezda_int,,Russia,Media,Hamilton,TRUE,,,,,,,,
,zvezdanews,zvezdanews,,Russia,Media,Hamilton,TRUE,,,zvezdanews,,zvezdanews,zvezdanews,,
