Category,Account Type,Name,"Position, Notes, or Reason for Inclusion",Twitter ID,Facebook ID,YouTube ID,Instagram ID, TikTok,Telegram ID, Threads, Rumble, VK, Bitchute, GETTR, Gab, OK, Parler, Podcast, Substack, TruthSocial,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Instagram username,YouTube channel ID,TikTok username,Threads username,Rumble channel,VK ID,Gab username,Odnoklassniki user numeric ID,Parler username,Truth Social username,updated
China,Media,China Daily Europe,Central Publicity Department,chinadailyeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China Daily World,Central Publicity Department,chinadailyworld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China.com (Japanese),Central Publicity Department,chinadotcom_jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China.org.cn (French),Central Publicity Department,chinafrance,Chinaorgcn-1454687914752326,,china.org.cn_fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinaorgcn,,,,,True
China,Media,China.org.cn (English),Central Publicity Department,chinaorgcn,chinaorgcn,,chinaorgcnnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinaorgcn,,,,,True
China,Media,China Plus Podcasts,Central Publicity Department,chinapluspods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China Today,Central Publicity Department,chinatoday_com,chinatodayreport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Chloé Zhou,Central Publicity Department,chloezhou21,Chloezhoubeijing,chloezhou11,chloezhou21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Italian (Radio Cina Internazionale),Central Publicity Department,cinitalia,CriItaliano,CINITALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UC-89ZO9I7TAj9HkZHMllgpg,,,,,,,,,True
China,Media,CGTN Closer to China,Central Publicity Department,closertochina,cgtnclosertochina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Polish,Central Publicity Department,cochwila,redakcjapolska,ChinyDziendobry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UC6sQzpQJP-juqHyKLMF-Jyw,,,,,,,,,True
China,Media,Xu Zhike (Coco Studio),Central Publicity Department,cocostudio4,CocoStudioenChine/,CocoStudioenChine,cocostudioenchine,cocoenchine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CMG Hindi,Central Publicity Department,cri_hindi,cmghindiservice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Türkçe,Central Publicity Department,cri_turkish,criturkfm,criturk,criturkish,,,criturkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Arabic,Central Publicity Department,criarabic,criarabic1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Breaking News,Central Publicity Department,cribrk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Français,Central Publicity Department,crifrancais,profile.php?id=100064674103235&spm=C88696.PW9lL1E2rNNB.0.0&ref=ts&fref=ts,,cri_francais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI German,Central Publicity Department,crigerman1,CRIGerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Greek,Central Publicity Department,crigreek,profile.php?id=100068848134907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Hausa,Central Publicity Department,crihausaradio,CGTNHausa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Japanese,Central Publicity Department,crijpn,japanese.cri,cri8511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCAq3au5J8QghC2nuzaDdHZA,,,,,,,,,True
China,Media,CRI Pashto,Central Publicity Department,cripashto,pushtu.cri.cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCXl9X2fi65wKf65r13efAGQ,,,,,,,,,True
China,Media,CRI Sinhala,Central Publicity Department,crisinhala,crisrilanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Urdu,Central Publicity Department,criurdu,CRIurdu,urducri6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhu Danni (Danni Zhu),Central Publicity Department,danni_zhu131,,,iamdanni131,,,iamdanni131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Mongolian,Central Publicity Department,delkhiintsag,mongolradio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Ding Heng,Central Publicity Department,dingheng6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Li Dongning,Central Publicity Department,dongning,,,dongningli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,FM98 Dosti Channel,Central Publicity Department,dostifm98,FM98DostiChannel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Cheng Weitong,Central Publicity Department,evawcheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Xin (Fayhaa Wang),Central Publicity Department,fayhaachina,fayhaaChina,fayhaachina8389,fayhaa_china,fayhaa_china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Feel China,Central Publicity Department,feelchina2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Frontline,Central Publicity Department,frontlinestory,FrontlineStoriesFromReporters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Full Frame,Central Publicity Department,fullframecgtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Yin Yue (Gabriel Y. Yin),Central Publicity Department,gabrielyin,Gabriel-Yin-2084018695188916,gabrielyin9245,gabrielyyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Guo Meiping (Gladys Guo),Central Publicity Department,gladysguo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Global Watch,Central Publicity Department,globalwatchcgtn,GlobalWatchCGTN,cgtnglobalwatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Guangming Daily,Central Publicity Department,guangming_daily,guangmingdailyChina,,,guangmingdaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Guan Xin,Central Publicity Department,guanxintweets,GuanXinCGTN,,guanxin0411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Gwadar Pro,Central Publicity Department,gwadar_pro,GwadarProNews,,gwadarpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Gong Zhe,Central Publicity Department,gz1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,He Weiwei,Central Publicity Department,heweiwei_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Hao,Central Publicity Department,hongfenghuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhao Huanxin,Central Publicity Department,huanxinzhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Discover China,Central Publicity Department,idiscoverchina,iDiscoverChina,,idiscoverchina,discoveringchina,,idiscoverchina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Qitong (QiTong Channel / Цитун Чжан),Central Publicity Department,in_studio2020,studioqitong,StudioQitong,imqitong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,iPanda,Central Publicity Department,ipandacom,ipandacom,iPandaChannel,ipandachannel,ipandaofficial,,ipandachannel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipandachannel,UCtEgLf0_j1vJLz0aNEdO2SQ,ipandaofficial,,,,,,,,True
China,Media,Zang Shijie (Jessica Zang),Central Publicity Department,jessicaz1018,JessicaZanginChina,jessicastreettv1461,jessica_zang1018,themomentj_1018,,jessica_zang1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Li Jianhua,Central Publicity Department,jianhuali4,Jianhuajournalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Li Jingjing,Central Publicity Department,jingjing_li,TalkItOutWithLiJingjing,JingjingLi_China,jj_ontheroad,iamlijingjing,,jj_ontheroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Ji Tao,Central Publicity Department,jtao98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Kui Yingchun (Kate Kui),Central Publicity Department,katekuibeijing,Kate-Kui-Business-News-Anchor-TMT-Sector-Eat-Read-Classical-Music-101998002023624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Mi Xue (Katie Mi),Central Publicity Department,katiemi17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Cao Bing,Central Publicity Department,kooricuc,profile.php?id=100087213325638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Liu Kun,Central Publicity Department,kunkunkunliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Learn Chinese,Central Publicity Department,learnchineese,crilearnchinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Han Yingya (Lena Han / LenaStudio),Central Publicity Department,lena90830,Hanyingya,hanyingya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Li Qian (Leona Li),Central Publicity Department,leona_bj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Liu Xin,Central Publicity Department,liuxininbeijing,Liuxininbeijing-103733191524431/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Luo Will,Central Publicity Department,luowill1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Jie Lynn (Lynn's Fantasy),Central Publicity Department,lynnjie3,LynnsFantasy,lynnsfantasy749,lynns_fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Ma Dashuai,Central Publicity Department,machinpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Tao Yuan (Martha Tao),Central Publicity Department,marthaytao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China Daily (Media Unlocked),Central Publicity Department,mediaunlock,,ChinaUnlocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Lin (Melody Zhang),Central Publicity Department,melodyz77141898,profile.php?id=100060124341866,melodyzhang1527,moneyhoneywithmelody/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Mingjie,Central Publicity Department,mingjiereporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhou Yiqiu (Rachel Zhou / Miss Wow),Central Publicity Department,misswow66,MissWow666,misswowtech5751,miss_wow66,misswowtech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Waruni JZ,Central Publicity Department,mmmkkk56665147,Waruni-JZ-102001841620238/,warunijz,,warunijz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Meng (Monica Zhang),Central Publicity Department,mmmonicazhang,mmMonicaZhang,monicazhang6629,monicazhang0415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Mundo China,Central Publicity Department,mundo_china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Muyi Dima (مويي),Central Publicity Department,muyi_dima,MuyiDima,user-vd9qh4ke9t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Yingying (A-Chan / Aちゃん),Central Publicity Department,ooeieiwyy,AchannoChinanow,achinanow9185,ooeieiwyy,ajiantoqt78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Panda Paws,Central Publicity Department,panda_paws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Pandaorama,Central Publicity Department,pandaoramalink,,,,pandaorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Peijin,Central Publicity Department,peijin_zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xu Pan Yiru,Central Publicity Department,penicilinpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Gu Qianwen,Central Publicity Department,qianwen_gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Albanian (Radio Ejani),Central Publicity Department,radioejani,CMGShqip,,ejanistudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ejanistudio,,,,,,,,,,True
China,Media,Zhao Hong (Sabrina Zhao),Central Publicity Department,sabrina_zhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Discover Beautiful China,Central Publicity Department,sceneryofchina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Hu Jianlin (Shalevetya / שלהבתיה),Central Publicity Department,shalevetyah,Shalevetyah,shalevetyah3479,shalevetyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Shanhui (Mon Pékin Express / Jacky Zhang),Central Publicity Department,shanhui_jacky,ZhangShanhui,ZhangShanhui,shanhui_zhang,shanhuizhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Ziyu (Shannon Zhang),Central Publicity Department,shannonz666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Shen Shiwei,Central Publicity Department,shen_shiwei,ShenShiweiFB,Shen_Shiwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Myanmar,Central Publicity Department,shenqihaodianzi,myanmar.cri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Ye Xinhua (Suad Ye),Central Publicity Department,suadye,suadxinxin,suadye,suad_ye_china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Su Yuting,Central Publicity Department,suyuting8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Swahili,Central Publicity Department,swahilicri,swahilicricn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Meng Zhe,Central Publicity Department,sxiaochuan258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China Mosaic,Central Publicity Department,thechinamosaic,ChinaMosaicbyChinaorgcn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN The Link,Central Publicity Department,thelinkoncgtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN The Point with Liu Xin,Central Publicity Department,thepoint_cgtn,thepointwithlx,,xin2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Dong Xue (Serena Dong),Central Publicity Department,theserenadong,theserenadong,,serenadx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,T-House,Central Publicity Department,thouse_opinions,thouseopinions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,He Tianran,Central Publicity Department,tianranhe,iamtianranhe,tianranhe5541,tianranhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Tian Wei,Central Publicity Department,tianwei,Tian-Wei-at-work-104942321495828,,tianwei_beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Sun Xueying (Teresa Sun / Un Té con Teresa),Central Publicity Department,unteresa,UnTeConTeresa,UnTeconTeresa,un_te_con_teresa,unteconteresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Li Yimei (Vica Li),Central Publicity Department,vicali18,LearnChineseWithVica,vicachinese6048,learning_chinese_with_vica,vicalichinese,,learning_chinese_with_vica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Xuejing,Central Publicity Department,wang_xue_jing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Guan (Michael Wang),Central Publicity Department,wangguanbeijing,wangguan1984FB,,wangguanbeijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Xiaohui,Central Publicity Department,wangxh65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN World Insight with Tian Wei,Central Publicity Department,worldinsight_tw,WorldInsightwithTianWei\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Tianyu (Evan Wang),Central Publicity Department,wty510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wu Gang,Central Publicity Department,wugang_cx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wu Lei,Central Publicity Department,wulei2020,Spacewalk2021,wulei4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xu Xinchen (Gerald Xinchen),Central Publicity Department,xgx91,ideamugx,XinchenGeraldsIdeaMug,,xinchen_gerald,,xgx91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Xinran,Central Publicity Department,xinranz98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xi's moments,Central Publicity Department,xismoments,ximoments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xu Li,Central Publicity Department,xuli52940770,LechinoisavecXuLi,lechinoisavecxuli8209,mllesmile_xuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Saina (Amy Saina),Central Publicity Department,amysaina,SainainChina,SainainChina,a.saina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Yang Rui,Central Publicity Department,yangrui88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Yang Zhao,Central Publicity Department,yangzha42341102,TIOwithYZ,TechItOutwithYangZhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xu Yawen,Central Publicity Department,yawenxu17,,YawenXu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Yikang (Kathie Zhang / 新米ママ・いーかん),Central Publicity Department,yikangmama,,user-tm8nh7dm4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Jiang Yuan (J'Y Pense),Central Publicity Department,yuanjia33107056,JYPenseChine,jypense975,jiangyuaninchina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhao Yunfei,Central Publicity Department,yunfei_zh,YunfeiZh,,,,,phil_yunfei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zou Yue,Central Publicity Department,yzoutweets,YZOUFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhao Ying,Central Publicity Department,zhaoying_cri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zheng Junfeng,Central Publicity Department,zhengjunfeng1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhong Shi,Central Publicity Department,zhongshi_cgtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zeng Ziyi,Central Publicity Department,ziyi_zeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Zoom In,Central Publicity Department,zoomin_cgtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhang Shilei (Sheila Zhang),Central Publicity Department,zshilei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Yang Yating (Christina Yang),Central Publicity Department,,,YatingYang,christinanayang,yating_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Assia,Central Publicity Department,,AssiaZNAN,AssiainChina,assia_in_china,assia_in_china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,He Beibei,Central Publicity Department,,profile.php?id=100069383274995,beibeicita,beibei823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Cai Baofeng (Song Siao / ສອງສ່ຽວ),Central Publicity Department,,songsiaoCL,,cbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CCTV Asia Pacific,Central Publicity Department,,,,cctv_asiapacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CCTV Chinese,Central Publicity Department,,,,cctv.chinese,,,cctv.chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CCTV.com,Central Publicity Department,,,CCTV,cctv,,,cctv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Nature,Central Publicity Department,,,cgtnnature367,cgtn_nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Español,Central Publicity Department,,,CGTNEspanol,cgtnenespanol,cgtnenespanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,China Plus Culture,Central Publicity Department,ChinaPlusNews,chinaplusnews,,china_plus_culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCje48HGohq9KQdDBGfko11Q,,,,,,,,,True
China,Media,China Plus News,Central Publicity Department,,,,chinaplusnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CRI Nepali,Central Publicity Department,,crinepali,,crinepali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UC7d1nR3Gy0_zZQtP6zy7WXQ,,,,,,,,,True
China,Media,CRI Persian,Central Publicity Department,,persiancricn,,cripersian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,CGTN Crossover,Central Publicity Department,,inheritors.CGTN,,crossover.cgtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,C The Difference,Central Publicity Department,,C-The-Difference-107252314045277,,cthe.difference,cthedifference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Jimena Li Yu (Jimena a tu clic),Central Publicity Department,,JimenaAtuClic,jimenaatuclic9148,jimenaatuclic,jimenaatuclic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Shi (Julian Waghann),Central Publicity Department,,,,jude1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Ou Xiaolan (Lana Ou / Lana لانا),Central Publicity Department,,LanainChina,lana7840,lana_in_china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Lin Simiao (Anahita Lin),Central Publicity Department,,anahitachin,,linsimiaoanahita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xing Luana (Luana em Pequim),Central Publicity Department,,LuanaemPequim,LuanaemPequim,LuanaemPequim,luanaempequim,,luanaempequim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Lü Qianqian (Lucy Lv),Central Publicity Department,,lucylvlist,LucyLvList,lucylv_list,,,lucylvlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xu Wei (Rain Xu / Ms V / شيو وي),Central Publicity Department,,MsVChina,MsVchina,msvchina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Zhu Jingtian (Tiantian),Central Publicity Department,,TiantianStudio,,tiantianstudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Xiao Song,Central Publicity Department,,xiaosongchinese,xiaosongchinese,xiaosongchinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Poongothai (அறுசுவை),Central Publicity Department,,Poongothaiii,,,,,poongothai_tamil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wu Yo Yo,Central Publicity Department,,AdventurewithYoYo,AdventurewithYoYo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Media,Wang Bing,Central Publicity Department,,QuoiDeNeufEnChine,bingwang7665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
